Distance,Speed,TravelMode,ETA,journey_id
6.84,15.0,Car,45.9,2922
9.03,52.1,Car,16.5,3708
10.02,19.0,Car,39.3,3155
2.18,8.2,Bike,18.8,1267
8.0,14.7,Bike,34.7,1963
0.68,3.0,Walk,16.8,2224
0.82,3.5,Walk,17.3,2459
4.87,41.1,Car,12.1,2556
0.99,3.1,Walk,20.4,2430
0.98,3.0,Walk,23.2,943
0.22,4.3,Walk,4.3,1784
1.96,26.8,Car,4.4,3033
0.55,34.4,Car,6.7,2365
17.99,57.8,Car,24.0,3817
0.8,3.0,Walk,17.1,2323
2.12,19.9,Car,8.4,1121
4.41,43.4,Car,6.1,667
0.2,6.0,Walk,3.9,984
7.98,18.7,Car,27.9,946
0.25,3.0,Walk,6.0,1897
2.29,3.0,Walk,56.7,1549
0.71,12.9,Bike,7.9,1845
0.25,3.0,Walk,6.9,2020
1.01,3.5,Walk,18.2,2644
3.52,15.0,Car,19.3,790
11.41,34.7,Car,24.5,2391
2.18,15.0,Car,17.9,1404
1.67,10.0,Bike,16.2,3100
10.65,29.4,Car,27.0,558
0.21,3.0,Walk,4.1,3037
0.38,3.3,Walk,9.3,2745
0.77,4.2,Walk,12.8,3713
1.37,3.0,Walk,32.1,2395
3.0,4.8,Walk,42.7,3119
2.36,23.5,Car,17.8,1516
0.85,3.0,Walk,16.1,3327
0.25,3.2,Walk,7.9,757
4.1,8.0,Bike,28.1,1574
0.98,19.4,Bike,6.2,1848
1.74,15.0,Car,11.2,4015
10.03,24.9,Car,29.6,1562
0.1,3.0,Walk,7.2,1229
11.97,40.0,Car,27.3,1432
3.29,37.4,Car,9.0,2064
0.1,3.0,Walk,2.3,2173
0.92,8.4,Bike,10.1,423
0.17,4.2,Walk,4.2,3751
2.32,38.1,Car,5.1,3504
3.94,24.3,Car,13.6,148
0.94,9.4,Bike,10.7,3351
2.73,30.7,Car,13.5,2498
5.95,22.0,Car,19.6,3788
0.84,3.0,Walk,18.6,961
4.0,38.5,Car,11.1,2366
11.06,30.2,Car,25.6,1259
1.27,4.1,Walk,18.8,1727
1.2,4.2,Walk,20.2,4324
0.79,8.0,Bike,13.5,2631
6.98,26.7,Car,32.0,897
0.1,3.0,Walk,4.8,836
2.88,15.7,Car,16.0,1350
7.57,35.6,Car,23.9,1360
0.84,5.6,Walk,8.1,4348
7.22,15.0,Car,33.1,2135
4.31,42.2,Car,7.1,2116
5.34,24.1,Car,18.2,1445
1.87,9.8,Bike,12.3,1266
3.07,9.7,Bike,23.0,2775
0.1,3.7,Walk,1.4,288
0.64,11.2,Bike,7.3,1530
1.41,14.0,Bike,7.1,1243
9.95,48.8,Car,18.5,1667
6.59,15.5,Bike,30.2,449
1.96,29.7,Car,4.3,4040
0.39,8.0,Bike,3.9,3177
2.04,30.3,Car,8.8,2773
1.84,19.4,Bike,12.3,873
1.02,45.9,Car,3.4,2805
0.87,10.8,Bike,4.8,2180
2.33,27.2,Car,9.8,2054
6.43,19.3,Car,18.9,2762
1.4,3.0,Walk,32.6,200
0.99,8.0,Bike,9.0,2253
5.13,17.2,Car,22.0,2521
0.74,3.0,Walk,17.1,504
2.11,8.0,Bike,16.9,4389
0.8,9.3,Bike,6.7,2273
9.66,40.6,Car,25.2,4223
3.82,17.0,Car,19.6,1268
5.83,19.6,Car,16.6,2862
2.42,15.0,Car,11.9,1551
1.21,8.0,Bike,11.3,1993
0.1,4.0,Walk,4.4,3541
2.04,8.0,Bike,18.5,1602
10.56,42.7,Car,25.9,1640
3.7,18.1,Car,17.3,1401
16.96,15.0,Car,63.1,1144
8.0,18.2,Bike,28.1,679
4.9,16.3,Car,21.1,706
3.23,27.8,Car,12.7,3247
4.58,8.0,Bike,43.0,1915
4.0,25.1,Car,14.5,3829
9.29,35.0,Car,24.2,2557
17.44,31.3,Car,43.9,2976
5.85,27.0,Car,23.0,2350
0.1,13.6,Bike,3.5,810
3.0,4.0,Walk,45.1,657
3.7,15.0,Car,17.7,1179
0.49,15.7,Car,5.1,2769
0.53,15.0,Car,6.5,3124
5.22,15.0,Car,25.2,2396
1.08,4.0,Walk,20.8,2627
1.1,4.2,Walk,18.5,4252
8.56,31.4,Car,26.9,2228
0.58,8.0,Bike,8.4,796
2.55,3.8,Walk,46.3,1882
20.04,21.7,Car,58.3,649
4.57,32.1,Car,18.1,2554
6.27,23.1,Car,21.4,4288
3.18,40.1,Car,16.2,3769
16.1,15.0,Car,72.0,1322
0.54,10.7,Bike,6.9,4150
2.73,35.0,Car,9.2,1857
0.54,4.2,Walk,9.0,3221
3.59,15.0,Car,15.9,1547
1.76,3.0,Walk,35.3,3757
0.1,4.2,Walk,2.1,1087
9.55,52.2,Car,17.0,4287
6.7,59.8,Car,10.6,3979
0.2,3.7,Walk,5.3,798
0.28,8.0,Bike,4.9,396
0.86,3.0,Walk,20.0,2623
2.61,11.8,Bike,17.3,1584
5.81,36.9,Car,7.3,4262
0.19,4.0,Walk,5.7,563
0.57,10.1,Bike,6.3,4321
4.64,36.5,Car,14.6,1608
10.29,20.8,Car,30.3,2174
9.5,18.5,Car,46.9,3428
2.83,3.9,Walk,42.5,1580
4.02,23.2,Car,14.5,1849
3.0,3.0,Walk,60.7,1925
1.47,13.7,Bike,8.4,2
0.18,3.4,Walk,6.8,210
0.1,3.8,Walk,3.8,2257
1.07,8.0,Bike,10.7,3521
4.89,8.0,Bike,37.5,162
0.62,4.9,Walk,8.5,2279
10.73,38.2,Car,25.2,2432
4.3,22.0,Car,15.7,1656
0.31,8.0,Bike,4.3,714
20.06,33.9,Car,55.0,1384
0.1,3.6,Walk,3.6,618
8.39,55.7,Car,8.6,3601
0.49,8.3,Bike,4.8,2057
0.66,3.0,Walk,16.4,4216
5.61,21.3,Car,23.0,3951
0.49,8.0,Bike,8.3,2353
1.47,12.1,Bike,11.8,589
4.73,18.1,Bike,17.1,2037
2.79,27.5,Car,15.7,481
1.03,3.0,Walk,23.8,3597
1.47,8.0,Bike,13.9,2607
1.75,3.0,Walk,35.6,1163
0.1,3.0,Walk,4.0,2182
4.0,15.0,Car,27.2,4397
0.65,31.5,Car,2.6,2672
1.04,15.0,Car,7.9,1341
0.78,8.9,Bike,8.4,4001
5.4,13.4,Bike,29.2,771
2.5,9.9,Bike,18.0,3880
3.95,11.0,Bike,23.5,3491
0.1,5.3,Walk,2.6,213
14.73,39.9,Car,24.7,4376
0.13,3.0,Walk,5.1,646
3.46,39.7,Car,11.5,363
3.0,9.1,Bike,24.7,541
0.56,3.0,Walk,15.7,1968
1.11,8.0,Bike,12.1,2934
0.93,3.4,Walk,18.6,182
0.1,3.1,Walk,5.9,2403
4.66,58.2,Car,11.2,1884
1.1,3.2,Walk,25.4,1484
4.05,8.4,Bike,30.7,3509
2.12,9.0,Bike,18.1,1506
1.84,15.0,Car,9.4,484
0.34,3.0,Walk,7.8,3431
0.1,3.5,Walk,3.2,3388
1.98,8.0,Bike,17.8,2792
1.76,3.0,Walk,34.1,1926
0.29,10.6,Bike,5.3,1587
8.77,15.0,Car,47.6,2954
0.36,3.1,Walk,9.1,1460
0.1,3.6,Walk,2.3,3605
1.4,18.1,Car,10.3,843
2.85,32.1,Car,8.0,426
5.13,8.0,Bike,38.5,1935
3.01,16.0,Car,12.4,418
0.51,3.2,Walk,10.7,2553
7.31,24.7,Car,23.8,904
7.45,25.4,Car,33.5,3259
3.12,35.7,Car,16.8,67
1.32,28.5,Car,4.2,2520
13.29,43.5,Car,19.4,2046
0.3,14.5,Bike,1.8,1513
19.07,40.3,Car,36.2,522
3.33,32.3,Car,15.7,3629
0.27,4.4,Walk,5.1,4305
1.01,8.0,Bike,13.6,1782
9.19,29.7,Car,23.4,3290
2.46,39.6,Car,12.0,1285
0.29,3.0,Walk,7.5,3394
7.6,35.6,Car,20.5,2940
6.65,27.2,Car,22.7,2921
0.65,49.8,Car,8.8,854
7.65,15.2,Car,52.4,3966
2.83,39.8,Car,6.5,190
13.46,44.0,Car,29.2,577
0.41,5.6,Walk,8.1,2362
0.26,3.0,Walk,7.7,3524
0.52,3.0,Walk,14.4,2558
9.05,15.0,Car,45.7,3622
1.47,4.3,Walk,23.7,2227
6.06,46.7,Car,16.3,2698
2.88,3.1,Walk,54.5,1152
0.1,3.0,Walk,4.0,2405
9.54,23.8,Car,28.7,4145
6.65,15.0,Car,40.9,893
0.13,4.6,Walk,3.8,3802
0.1,3.7,Walk,5.8,3412
0.41,3.0,Walk,11.8,1214
0.1,3.0,Walk,3.9,2856
3.1,15.0,Car,18.3,2171
15.43,39.4,Car,28.7,594
7.75,35.4,Car,17.4,805
4.19,54.8,Car,5.9,3756
